,class,tweet
534,1,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide"
540,1,i guess that vyvanse want a good idea i just want to sleeeeep
541,1,"fuck you, effexor. dilated pupils and blurry vision and nausea and headaches? this is awful!"
545,1,"trying to distract with masterchef, twitter, texting &amp; candy crush but i?m anxious &amp; have stomach &amp; head pain #venlafaxine #withdrawal"
549,1,whoah so dizzing.  damn   tamazapam - shld probably wap back to quetiapine if this keeps up! but it makes me feel so ick!
552,1,"going off of olanzapine is no picnic.  you have to be prepared to ask the aid of the gods, jesus, krishna."
553,1,"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."
557,0,@marcuspicture #enbrel alwys works better 4 me in conjunction w/ #mtx  nsaids (400mg tolectin). monotherapy atm w/nsaid  pain meds. #rheum
558,0,"@wenbellings prescription, i have zoplicone, nice and gentle but work. i have zometa to keep the bones strong and control the tumours"
559,1,@crazyindapeg 3 seroquel?? hell i take half of the lowest dosage and i am knocked on my ass!!
560,1,fuck you trazodone.  i didn't want or need to sleep for 11 hours.
561,1,@jamieab1 trazodone made me extremely angry and i was wide awake all the time
563,0,if king david had prozac we wouldn't have the psalms....  ~ mark lowery
564,0,@deliriunfishies i've tried both citalopram and fluoxetine and both have had bad side effects on me. try something else.
565,0,"i'm taking six of my trazodone pills and i swear to god if i dont go to sleep tonight, i'm going to take the whole bottle."
566,0,gz looks like he's on paxil or something. #hlnzimmermantrial
567,1,"co-codemol and trazodone have taken control of my eyes, so i better go to bed, before they switch off my legs too, g'nite all, stay safe"
568,0,@uberfacts: bananas contain a natural chemical that can make a person happy the same chemical found in prozac. @d_cookie007 @chasesuttonuk
569,0,she announced she had type 2 diabetes on the day she endorsed the diabetes drug victoza and a lucrative collaboration with the  manufacturer
570,1,"did you know insanely intense dreams are a known side effect of venlafaxine? it's not an antidepressant, it's my dream fuel!"
571,1,my body is so not ready for this seroquel. never had an antidepressant knock me the fuck out at a quarter dose before o _o
572,1,"oh hey. much like other anti-convulsants, lamictal dehydrates you. so much is explained."
573,1,"so, i lasted 16 days on seroquel. i couldn't handle the awful side effects. constantly dizzy and lightheadeded &amp; a myriad of other bad stuff"
575,0,ritalin seems to be working fairly decent for me. saphris however seems too strong &amp; tastes bad. #new meds
576,1,@feltfedora &lt; i was on lamictal for a while (for other reasons) but i had to stop due to an allergic reaction.
577,1,i swear thia cymbalta is causing me to have horrible nightmares!
578,1,@stillicides well no. but it's just that i dropped my quetiapine last night. i slept horribly! but i feel v unfoggy...
579,1,"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with."
582,0,@theotherrift it sort of can. :( you treat rls w dopamine agonists. olanzapine is a dopamine antagonist.
583,1,evening dose of lithium and olanzapine really knocks me out. in bed at 10.30pm on a friday night. rock and roll...#mylife
584,1,i think that vyvanse is making me grind my teeth...
585,1,@mewtopia ...face. and quetiapine slightly increases sun sensitivity too.
586,1,"down to just one tiny dose of effexor each night now. today wasnt too bad in terms of anxiety &amp; depression, but irritability? woosh!! way up"
587,1,i take 500mg of lamictal everyday i'm tired leave me alone
588,0,bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.? easy ladies!
589,1,just woke up. since i started on the higher dose of quetiapine i'm sleeping even more &amp; i feel knackered when i wake.
591,0,"singing ""venlafaxine"" to the tune of ""joe le taxi""."
592,0,"the game ""remember me"" had to be created by someone who went through paxil withdrawal and/or a lot of salvia."
593,0,i can't stop crying it will never get fucking better and i've enough i'll get all of my effexor and all of my xanax and all of my vivance
594,1,"@fell2earth yeah, i'm ok. that was weird. might've been meds. got a new batch yesterday. i'm remembering the effexor xr making me sick once."
595,1,i can't wait until i get off of paxil because that's what is probably making my face break out.
596,1,this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep
599,0,"ciprofloxacin has its commerce from independent sectors so close match herbal, mental giant supplements, thyroid:"
600,0,fed up of aching bones :( wonder drugs work some magic please. #rheumatoidarthritis #enbrel
601,1,"today is the day for my biweekly humira injection, any volunteers to take it for me?  it hurts."
602,1,"@mycuriousmind not that i ever noticed. i was taking it with venlafaxine, and it definitely made me drowsy"
603,0,?@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.? i need bananas!!!
604,1,i am never taking baclofen and norflex the same day again. first i felt super drowsy but now i feel extremely high and it's freaking me out.
606,1,@ciproispoison avelox got me. central nervous system breakdown.
607,1,"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"
615,1,@deltrimental @scribble_dragon comedown is hell. when i went cold turkey from effexor it was about two weeks before the zap noises stopped
617,1,i've had a trazodone headache all day. i heard they go away within a week. #hopeso #iactuallyslept
618,1,"@craigsdaughter no joke!  #tysabri worked like a charm for me, til my immune system went poof.  hopeful about #tecfidera :)"
619,1,"@whatkatie_did i'm certainly weird but it's quetiapine instead of crack, i can't get that on prescription."
620,0,rt @australiandr: pbs listing 'imminent' for novel oral anticoagulants dabigatran (pradaxa) and rivaroxaban (xarelto)  http://t.co/lwfhgsfe?
622,1,"#cymbalta withdrawal has reached a peak, lost vision and almost crashed my car from a brain zap. thanks a zillion #elililly #bigpharma"
624,0,@realtanicejugde olanzapine dreams are the best kind...
625,0,"cyclophosphamide""@naijamedics: ? rt @peteagida: ""@naijamedics: the drug known for causing hemorrhagic cystitis is? #medquiz""ciprofloxacin"""
626,1,day 2 without nicotine: fuck sleep would be nice. so would a dip.......
627,1,"dear paxil, you're supposed to make me feel better. instead you've wrecked me completely. thanks to you, i had to take an adivan."
628,1,@kirkby007 #hcsm i start #chemo on tues b/c of #humira so i know.  it helped but it then destroyed my lungs.
630,1,i think this olanzapine makes me crazier.
631,1,fuckin wired! not sleeping tonight. #vyvanse #whatdoido #yuuuuup
633,0,@keep__smyelin yes they insert a port for the infusion with tysabri. i did it yesterday for the 49th time. it's just a small sting.
634,1,pretty sure my vyvanse is making me dizzy and making my chest hurt. ?
636,0,lmfaooooo whatttt ?@realcarlcadet: humira can lower your risk to fight infections?
637,1,really bad rls fron seroquel :(
638,0,someone bring me starbucks and a throat lozenge.
639,1,"@warwraith i'm not even sure what to request. :/ sertraline makes me sick now, venlafaxine made me sick, reboxetine and citalopram useless"
640,1,i'm having the worst withdrawals from my paroxetine. is this real life?
641,0,"@drdrew inmates know exactly how to get medicated.they work the system.trazadone, seroquel &amp; benzo's.i worked there.the system is broke."
642,1,@danietreg oh yep! the only trouble with seroquel for me is i don't want to get up in the morning. i've always been an early riser.
643,1,"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache."
647,0,"@split_tha_mhz technically, olanzapine isn't fda approved in bipolar depression."
648,1,"@silkwould smh. lmao paxil was my first, i just stopped effexor (the headaches were a nightmare)"
650,1,@juntei my old ones took 2 days for withdrawals but effexor which i'm on now i will get them the next day :/ i wish i could email you valium
651,0,i usually hate texting with a passion but when i'm on that good vyvanse and special k it ain't no stopin me #ayoungniggakeepinthestreesclean
652,0,rt @boehringer: #press: organising your #isth2013 diary? oral presentation on measurement of #dabigatran plasma concentration eposter 4.53-?
653,1,@the_ignorable hungover shakes + vyvanse shakes + coffee = recipe for success
654,0,hopefully benadryl is on my side tonight and i can get some sleep. got a lozenge and dayquil and water on standby.
655,1,i ain't trying to take this seroquel yet. i'm not ready to be sedated and completely unconscious till tomorrow.
657,1,ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah
660,0,@treyzazzle bruh i got the plug on 21 mg nicotine patches
661,1,"@mycuriousmind not sure. i took it with venlafaxine mostly, and think it was that which made me very tired"
662,0,biff didn't really look like a bear. a weird creature. his face was like a lozenge :|
663,1,"coming off cymbalta sucks, i've been slowly cutting back for the past 3 months. have finally made it over a weeks since i have taken it."
664,0,@sectioned_ @hilarymarmot poor things! they wanna try withdrawal from venlafaxine. think i might sue the pharma company.
665,0,if you took pradaxa and suffered from death you may be eligible for compensation isn't it a little late...?
666,0,"@goodbyesoberday they must lace bacon with venlafaxine, withdrawal from thus is supposedly as bad as illicit 'hard' drugs. good cheese too!"
667,1,"things which are the spawn of satin: mosquitoes, bananas, facebook, paxil withdrawal symptoms. #bewareofsatin"
668,1,"@jessbarrett227 taking someone off 150mg off seroquel, mixing it with olanzapine in 2 wks causes psychosis - a proper assess was not done."
669,0,"lunch: carnita taco from new taqueria, chicken soup, ricola throat lozenge for dessert. clearly trying to add stomach issues to the mix. o_o"
670,1,hey guys don't forget to refill your paxil for like six days because the withdrawal is like heroin. literally.
