,type,tweet
175,1,"this lamictal shit ain't cuttin the mustard; any ""mood stabilizers"" that don't steal your soul &amp; make u a bloated zombie a la britney?"
1783,1,02.50 day 15 rivaroxaban diary. neck ache and lower back pain. had to kneel on floor to get out of bed.
2080,1,my vyvanse is seriously about to drive me crazy
2190,1,"finally got my vyvanse today, now i can go back to hating food . ha"
2067,0,"dr john buse: most impressive at #2013ada victoza???= -1.9% a1c reduction ""insulin on steroids"" bit of weight loss too #dttcoyd"
2036,1,"um yay venlafaxine set off a mixed episode. calming down now after weeks, now back to the depression of before. yay indeed"
15,0,i stopped taking my trazodone so bring on another sleepless night
703,1,oh my god. it's 5:19am and i am just now realizing that i accidentally took a vyvanse at 11pm... that explains why i can't sleep.
1712,1,"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."
1265,0,"novo nordisk's a. moses says that their studies, so far, can neither establish nor exclude a link between liraglutide and pancreatic cancer."
1070,1,(cont'd) my pdoc altered the dosage of @fluoxetine to 30mg. that's the only alteration. because i complained about the extreme fatigue. :-(
1132,0,go see specialist nurse about starting humira in a week! scared but excited! #crohns #cdsn
1448,1,"racing next sun so thought i'd better try on my tri suit. so depressing, can just about get into it and look like a whale ffs!! #olanzapine"
986,1,fucking effexor withdrawals. i would shake my fist but i don't have the energy.
159,1,i'm not sure if excedrin is the right way for me to go for my tmj headaches. vyvanse + caffeine is pretty rough. ideas?
1149,0,@jaygascoigne that med didn't help me. i'm on humira. it works great. with surgery &amp; humira been in remission 5-6yrs.
178,1,@sarahchoueiry cipro and flagyl are the absolute worst. like taking rat poison.
247,0,"@rgay given what we know about the demographics of type 2, i'm a bit surprised she's still all over the victoza page."
526,1,"@richiel13 my doctor gave me paxil, which i think is similar but it's made me feel like crap."
836,0,depression hurts... cymbalta can help @shannongaghan
1983,1,"@thekatieduke pt with similar found out trazodone can do the same. md said it was common. ""trazodone gives you a bone"". he is a poet."
1328,0,"@dementiatoday memantine has a limited effect, more focus should be on reducing agitation and not just with pharmacology ;)"
1698,1,too scared to go back to sleep horrid imposing dream #mewmeds #quetiapine #mentalhealth #bipolar
729,0,"does anybody take baclofen? so, what dose? just curious. i now take 50mg a day  can you rt please @positiveaboutms ?"
1573,0,"paxil will be the death of me,"
1675,0,"from your sixties people bought level of acidity to build our world peculiar. at this time our world is usually peculiar, people take prozac"
329,1,@inkyworld olanzapine is another anti-psychotic medication. it works on my bipolar but makes me binge eat
698,1,rt @vyvanseswag: is it hot in here or is my vyvanse just kicking in?
1212,1,lamictal withdrawal update:  starving!
1093,1,"fluoxetine, got me going crazy."
1019,0,@fashonbutterfly enbrel has a great support system and helps with my enormous copays!!!
424,1,"cymbalta, my mood has worsened"
382,1,anyone on cymbalta it is making me like a zombie and still hating the world.
1377,0,commitment to nicotine motion
425,1,from jessica i have recently changed anti-depressants from cymbalta to zoloft...does anyone else get daily migraines from taking zoloft?
1581,0,"pradaxa is a blood thinning medication used to reduce the risk of stroke in patients with  (af), commonly known as irregular heartbeat."
2129,1,"fucking vyvanse, giving me cotton mouth. ugh."
2043,1,"@lynnbett off venlafaxine which was pure hell for me, i can't switch these meds anymore, tired of feeling like shit all day."
1516,1,"dr. kyrillos: of ssris, paxil has the greatest assoc with #weight gain. rx with caution in pts with presenting weight issues. #paipip #qi"
281,0,@k_mowers i think very tired; maybe more depressed. i don't know. you know i stopped taking the lamictal a few days ago....
953,0,"i'll go untreated for 8 weeks! that is extremely scary, if i wasn't on effexor and ativan i would be having panic attacks..thank god no pain"
554,1,"in other news, i've got my first weird side effect from quetiapine. numbness and tingling in my fingertips."
1965,1,"@iamjoy1 yeah i know, i dont take my trazadone at night cause it makes me feel groggy in the morning and i wont wake to my alarm):"
1987,0,#cmsc a new test to establish risk of pml in tysabri reveals about half of jcv infected patients have very low risk of pml
827,1,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide"
607,1,"nb: not psychotic ;) seroquel used off-label for ptsd. ctl?d many sympts, helped sleep. but side fx - weight gain - caused terrible pain."
1536,0,"we represent people injured by dangerous drugs &amp; vaccines including:  ssri drugs: paxil, zoloft, effexor, celexa, lexapro, &amp; prozac."
2090,1,didnt take my vyvanse and remembered what food is #firstworldproblems @_ericalynn_
1285,1,i have a lozenge i cant feel my throat
1053,0,"@mavismaccruet  mavis, may i recommend 60mg of fluoxetine daily to help with your obsessive compulsive disorder??  #mccann"
1691,0,@intervalthinks @newscientist give them prozac - not!
569,1,i hate my new medication. it makes me feel hungry :-( #quetiapine
515,1,"@psychcentral olanzapine made me gain 20 lbs in a few months, plus it gave me bad acne breakouts. had to beg my old shrink to take me off it"
966,1,effexor xr side effects : - sucidal thoughts - insomnia - feeling high &amp; unresponsible. -dry mouth.
347,1,"when on high dose of seroquel, alcoholism was at it's worst and cravings constant and intense. now off seroquel, cravings occasional."
541,1,suffice to say i am not particularly a fan of quetiapine sponsored dreams
2151,1,i took 60 mg of vyvanse at 2 o clock today. i have not slept since five yesterday morning. never take vyvanse!! this is miserable
2047,1,day 3 without #venlafaxine. worst drug ever to withdraw from? any support much appreciated!
6,0,does nicotine gum actually help with quitting smoking..?
1860,1,"if you want to sleep for 15 hours, take seroquel. fuck i just woke up and it's 4"
1957,1,"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help"
1196,1,@ybnormal622 i am on only 25mg lamictal but it makes me anxious and insomniac so i skip sometimes and get depressed.
869,0,@i_amyaleader: florida is in need of cymbalta! all this depression and shit! l o fucking l
1887,1,"@alyseisspecial omg seroquel. that made me crazy town. i hope it's a low dose. so it's almost midnight. last gulp now, and sober tomorrow."
777,1,@lisabrownphotos consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.
379,1,does fluoxetine (anti-depressant) make you gain weight? id rather be sad then be fat :c
1168,0,rt @travisryan___: ohh so symptoms after using humira are everything from headache to heart attack? hell yeah that's not even a risk..
1447,1,"@secretsufferer olanzapine. i was taking 7.5mg and that was a nightmare, now taking 5mg but the weight still keeps coming :("
998,0,"xarelto, eliquis and pradaxa are all great drugs except they don't have antidotes...and that's my only reason to prefer coumadin"
459,1,@uclaibd i never had bleeding or vomiting just alot alot of fatigue and face was pale and lost tons of weight.. #crohns #humira
2098,0,goodmorning world!! it's gonna be a good day of class. *pops vyvanse*
74,1,@ysabel_03 @bofier try something like wellbutrin - there are many better than zoloft (zombie-loft) and paxil for anxiety imo
557,1,feeling a little dizzy from the quetiapine i just popped!
24,0,"@tobiaspeggs ha!  try not to do that.  water, sleep, cipro, and the occasional xanax can cure all travel related illnesses.  #beprepared"
1171,1,"well,yesterday was rubbish(post humira)all day in bed,loads of pain etc.just got up and i think i'm alright?give it an hour and reassess lol"
145,1,"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"
52,1,1/2 vitamin d malsorption and damaged photosynthesis of sun shine in to vitamin d from levaquin toxicity leading to calcium problems.
1696,1,"@pseudodeviant i clock in at 16 stone (added 1 stone since quetiapine) and according to that bmi thing i'm obese, which i'm clearly not."
877,0,depression hurts ....cymbalta cab help.
1535,1,"dear paxil, you're supposed to make me feel better. instead you've wrecked me completely. thanks to you, i had to take an adivan."
671,1,@rayydepotter yeaa bihh all jacked up on vyvanse!??
623,1,its your third visit in 2 weeks for priapism and you're still taking trazodone @erproblem
1891,1,damn you seroquel! why you only let me sleep four hours!?!?
20,0,@jawalkerauthor that is scary! if you do get it the antibiotic cipro will cure it!! #keepingfingerscrossed
1619,0,but any given night i?d still pop that ass liike a prozac !
1040,1,"@waynedjc that's good news. you must feel a bit less stressed. btw, are you ok with diazepam and fluoxetine? take both and they space me out"
325,1,"rt @brassiest: @mikedelic if this is a real question, withdrawal from an antidepressant named effexor was worse than cocaine withdrawal"
727,1,@ciproispoison avelox got me. central nervous system breakdown.
496,1,god there is nothing worse than nicotine withdrawal
2109,1,i couldn't remember if i took a vyvanse or not early so i took another one &amp;now i'm spazzing out... bc obviously i took one already?? #adhd
1231,1,i've decided i'm really not happy with the pain lamotrigine is causing or the poor sleep. i am thinking of asking for a trial of prozac and
262,1,then the viibryd it will be the hardest. makes you very ill. hospital ill.
2078,1,my breath smells awful (thanks vyvanse) anyone have gum
1376,0," i get such a nicotine buzz when i smoke and don't drink, you know it's a rare occasion but the feeling is gooood @jordandepoti @mtorch22"
604,1,this seroquel-dry-mouth thing is getting weird
1917,1,seroquel has arrived. question now is when do i want to be zombified?
736,1,i think baclofen might make me a bigger asshole than usual. :/
234,1,#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.
